id,topic,title,context,conflict,cultural_note,batch_id,option_1,option_2
41,Phân biệt đối xử,Ước mơ kỹ sư và định kiến giới,"Loan, một nữ sinh lớp 12 chuyên Toán, luôn ước mơ thi vào ngành Kỹ thuật cơ khí của Đại học Bách Khoa. Cô có năng khiếu và thành tích học tập xuất sắc ở các môn tự nhiên. Tuy nhiên, bố mẹ Loan lại kiên quyết phản đối, cho rằng ngành đó 'chỉ dành cho con trai', 'vất vả, khó lấy chồng' và muốn Loan chọn ngành Sư phạm hoặc Kế toán cho 'ổn định, phù hợp với con gái'.","Loan đứng giữa việc theo đuổi đam mê cá nhân và đối mặt với áp lực, định kiến giới từ gia đình, mong muốn của bố mẹ về một 'tương lai ổn định' theo quan niệm truyền thống.","Quan niệm 'con gái không cần học cao', 'ổn định' và áp lực 'thể diện' gia đình ảnh hưởng lớn đến định hướng nghề nghiệp của con cái ở Việt Nam.",batch_05,"A. Loan nghe lời bố mẹ, chọn ngành Sư phạm hoặc Kế toán: Cô sẽ khiến bố mẹ vui lòng, tránh được xung đột gia đình và có một con đường 'ổn định' theo kỳ vọng xã hội. Tuy nhiên, Loan có thể cảm thấy hối tiếc, mất đi nhiệt huyết và không phát huy hết tiềm năng của mình trong ngành không yêu thích.","B. Loan kiên quyết theo đuổi ngành Kỹ thuật cơ khí, thuyết phục bố mẹ: Cô sẽ được sống với đam mê, có cơ hội phát triển bản thân. Tuy nhiên, điều này có thể tạo ra mâu thuẫn sâu sắc với bố mẹ, khiến gia đình căng thẳng và Loan có thể phải tự gánh vác nhiều hơn về tài chính, tinh thần nếu không có sự ủng hộ."
42,Phân biệt đối xử,Chuyện trò và những ánh mắt,"Y Phin, một học sinh người H'Mông mới chuyển từ vùng cao xuống học tại một trường cấp 2 ở thành phố. Y Phin còn bỡ ngỡ với môi trường mới, nói tiếng Việt chưa sõi và thường mặc trang phục truyền thống vào những dịp đặc biệt. Một nhóm bạn nữ trong lớp thường xuyên tụ tập nói chuyện, thỉnh thoảng liếc nhìn Y Phin rồi khúc khích cười, không bao giờ rủ em tham gia vào các hoạt động chung.","Y Phin đang phải đối mặt với sự cô lập và kỳ thị từ bạn bè chỉ vì những khác biệt về văn hóa, ngôn ngữ, khiến em khó hòa nhập và cảm thấy tổn thương, cô đơn.","Sự thiếu hiểu biết và định kiến về người dân tộc thiểu số, cùng với sự ngại chấp nhận cái khác biệt, là một vấn đề phổ biến trong xã hội Việt Nam.",batch_05,"A. Y Phin cố gắng lờ đi những lời thì thầm, tập trung vào việc học: Điều này giúp em tránh được xung đột trực tiếp và tập trung cải thiện tiếng Việt. Tuy nhiên, sự cô lập có thể tiếp tục diễn ra, khiến Y Phin càng thêm tự ti, khó kết bạn và ảnh hưởng tiêu cực đến tâm lý.","B. Y Phin tìm cách bắt chuyện với một trong các bạn nữ để hiểu rõ hơn hoặc nhờ giáo viên chủ nhiệm giúp đỡ: Điều này có thể mở ra cơ hội để các bạn hiểu nhau hơn, giải tỏa hiểu lầm. Tuy nhiên, Y Phin có thể bị nhóm bạn kia phản ứng tiêu cực hơn nếu các bạn cảm thấy bị 'mách lẻo' hoặc không muốn thay đổi thái độ."
43,Phân biệt đối xử,Trại hè và rào cản vô hình,"Trường cấp 3 của Minh, một học sinh ngồi xe lăn nhưng rất năng động và học giỏi môn Ngữ văn, đang tổ chức trại hè cuối năm với nhiều hoạt động thể chất. Minh rất hào hứng muốn tham gia. Tuy nhiên, ban tổ chức và một số phụ huynh khác bày tỏ sự lo ngại rằng việc có Minh sẽ 'gây khó khăn cho các hoạt động', 'làm chậm tiến độ chung' và 'có thể gặp sự cố ngoài ý muốn'. Cô giáo chủ nhiệm cần đưa ra quyết định cuối cùng.","Xung đột giữa quyền được tham gia bình đẳng của học sinh khuyết tật và lo ngại về sự tiện lợi, an toàn, hiệu quả của hoạt động tập thể từ phía nhà trường và phụ huynh.","Tư duy 'tập thể' thường được đặt lên trên nhu cầu cá nhân, đặc biệt khi liên quan đến người khuyết tật, phản ánh sự thiếu hiểu biết về hòa nhập.",batch_05,"A. Cô giáo đề nghị Minh không tham gia các hoạt động thể chất mà chỉ phụ trách một phần nhỏ về hậu cần hoặc văn nghệ: Minh sẽ vẫn được tham gia phần nào đó, không bị loại trừ hoàn toàn, giảm bớt lo ngại cho ban tổ chức. Tuy nhiên, Minh sẽ cảm thấy bị tách biệt, không được trải nghiệm trọn vẹn và tiềm năng của em không được công nhận.","B. Cô giáo kiên quyết bảo vệ quyền tham gia của Minh, đề xuất các phương án hỗ trợ và điều chỉnh hoạt động cho phù hợp: Minh sẽ cảm thấy được tôn trọng và có cơ hội tham gia bình đẳng. Tuy nhiên, điều này có thể đòi hỏi nhiều công sức hơn từ ban tổ chức, có nguy cơ gặp phản đối từ một số phụ huynh và tạo áp lực lên cô giáo."
44,Phân biệt đối xử,Sự 'chấn chỉnh' và bản dạng cá nhân,"An là một học sinh nam lớp 9 có những biểu hiện nữ tính trong cử chỉ và phong cách ăn mặc, thường bị một nhóm bạn nam khác trêu chọc. Cô giáo chủ nhiệm biết chuyện, liền gọi An lên phòng giáo viên, nhắc nhở em 'chú ý ăn mặc, đi đứng cho giống con trai, kẻo bạn bè hiểu lầm và ảnh hưởng đến tương lai'. Cô còn dự định gọi phụ huynh An đến để 'cùng chấn chỉnh' em.","An đang phải đối mặt với sự áp đặt và định kiến giới từ chính giáo viên của mình, xung đột giữa quyền được là chính mình và áp lực phải tuân theo những chuẩn mực giới tính truyền thống.",Áp lực 'thể diện' gia đình và quan niệm truyền thống về vai trò giới tính còn rất nặng nề trong giáo dục và xã hội Việt Nam.,batch_05,"A. An cố gắng thay đổi bản thân theo lời cô giáo, tránh để ý đến sự trêu chọc của bạn bè: An sẽ tránh được sự chú ý tiêu cực từ giáo viên và có thể giảm bớt bị bạn bè bắt nạt. Tuy nhiên, An có thể cảm thấy bị kìm nén, mất đi bản sắc cá nhân, dẫn đến lo âu và ảnh hưởng đến sức khỏe tinh thần.","B. An tìm cách bày tỏ cảm xúc của mình với cô giáo một cách nhẹ nhàng, hoặc tìm sự hỗ trợ từ một giáo viên khác/cán bộ tư vấn tâm lý trường học: An có cơ hội được hiểu và chấp nhận hơn. Tuy nhiên, điều này có thể khiến cô giáo chủ nhiệm cảm thấy bị 'phản đối', và nếu không được xử lý khéo léo, tình hình có thể trở nên tồi tệ hơn."
45,Phân biệt đối xử,Đam mê nghệ thuật và kỳ vọng 'đàn ông',"Tùng, một nam sinh lớp 11, có năng khiếu vẽ và đam mê nghệ thuật, ước mơ thi vào trường Đại học Mỹ thuật. Nhưng mẹ Tùng kịch liệt phản đối, cho rằng 'đàn ông phải học ngành kỹ thuật, kinh tế để có tương lai vững vàng, kiếm tiền lo cho gia đình', còn vẽ vời là 'nghề bạc bẽo, chỉ hợp cho con gái'. Thầy giáo Mỹ thuật của Tùng rất ủng hộ em nhưng cũng hiểu áp lực gia đình.","Tùng phải lựa chọn giữa việc theo đuổi đam mê cá nhân và đối mặt với định kiến giới từ gia đình về nghề nghiệp, áp lực về vai trò của nam giới trong xã hội.","Quan niệm 'đàn ông phải là trụ cột', 'vững vàng kinh tế' và định kiến về 'nghề bạc bẽo' thường ảnh hưởng đến việc chọn ngành nghề của nam giới ở Việt Nam.",batch_05,"A. Tùng nghe lời mẹ, chuyển hướng sang các ngành khối A, từ bỏ ước mơ Mỹ thuật: Tùng sẽ làm mẹ vui lòng, tránh được mâu thuẫn gia đình và có một con đường 'an toàn' hơn theo quan điểm của mẹ. Tuy nhiên, Tùng có thể sống một cuộc đời không trọn vẹn, cảm thấy hối tiếc và mất đi niềm vui trong học tập, công việc.","B. Tùng kiên trì thuyết phục mẹ, trình bày rõ về tiềm năng của ngành Mỹ thuật và quyết tâm theo đuổi: Tùng có cơ hội thực hiện ước mơ và sống đúng với bản thân. Tuy nhiên, điều này có thể dẫn đến rạn nứt trong mối quan hệ gia đình, và Tùng sẽ phải tự chứng minh năng lực của mình trong một lĩnh vực mà gia đình không tin tưởng."
46,Phân biệt đối xử,Sự 'thương hại' và hiệu ứng Pygmalion tiêu cực,"Sùng A Cường, một học sinh người Mông, có học lực trung bình nhưng rất chịu khó và nỗ lực. Trong các buổi kiểm tra miệng môn Toán, thầy giáo thường gọi các bạn học khá giỏi trước. Khi đến lượt Cường, thầy thường hỏi những câu dễ hơn nhiều, và đôi khi còn nói 'thôi, cố gắng lên nhé' với thái độ thương hại trước cả khi Cường trả lời. Các bạn trong lớp bắt đầu nhận ra sự khác biệt trong cách thầy đối xử với Cường.","Cường đang bị đối xử thiếu công bằng trong đánh giá học tập, khi lòng trắc ẩn của giáo viên vô tình biến thành định kiến, hạ thấp tiềm năng của em dựa trên xuất thân và học lực hiện tại.","Lòng 'thương hại' đối với người dân tộc thiểu số đôi khi vô tình trở thành định kiến, làm giảm kỳ vọng và hạ thấp năng lực thực sự của họ trong môi trường giáo dục Việt Nam.",batch_05,"A. Cường chấp nhận sự đối xử của thầy, nghĩ rằng mình thực sự yếu kém và cần được 'thương hại': Cường có thể tránh được áp lực học tập và không phải đối mặt với khó khăn. Tuy nhiên, điều này sẽ làm Cường mất đi động lực phấn đấu, tự ti và không phát huy hết khả năng của bản thân.","B. Cường chủ động tìm gặp thầy giáo để bày tỏ mong muốn được thử sức với những câu hỏi khó hơn hoặc nhờ bạn bè giúp đỡ để cải thiện học lực: Cường có thể thay đổi cách nhìn nhận của thầy và bạn bè, chứng minh năng lực của mình. Tuy nhiên, Cường có thể gặp khó khăn nếu thầy giáo không thay đổi quan điểm hoặc nếu các bạn vẫn giữ định kiến."
47,Phân biệt đối xử,Khoảng cách trong giờ ra chơi,"Mai là học sinh lớp 7 bị khiếm thính nhẹ, em đeo máy trợ thính và có thể giao tiếp bình thường nếu được nói chuyện rõ ràng, đủ gần. Mai là người hòa đồng, nhưng trong giờ ra chơi, khi các bạn nữ trong nhóm tụ tập kể chuyện, chơi trò, các bạn thường tự động tách Mai ra hoặc nói chuyện quá nhanh, quá nhỏ khiến Mai không thể theo kịp. Mai cố gắng lại gần để đọc khẩu hình nhưng các bạn vẫn vô tâm tiếp tục.","Mai đang phải đối mặt với sự cô lập vô ý thức từ bạn bè do thiếu kiên nhẫn và sự thấu hiểu về khó khăn của người khiếm thính, khiến em cảm thấy bị loại trừ.",Sự ngại giao tiếp với người khác biệt và thiếu kỹ năng hòa nhập người khuyết tật là một rào cản vô hình trong môi trường học đường Việt Nam.,batch_05,"A. Mai chấp nhận sự cô lập, tìm đến một góc riêng để đọc sách hoặc chơi một mình: Mai sẽ tránh được cảm giác bị tổn thương khi không thể tham gia vào các cuộc trò chuyện. Tuy nhiên, điều này sẽ làm Mai càng thêm cô đơn, khó hòa nhập và mất đi cơ hội phát triển kỹ năng giao tiếp xã hội.","B. Mai nhờ cô giáo chủ nhiệm hoặc một người bạn thân thiết giúp đỡ, chia sẻ với nhóm bạn về khó khăn của mình: Mai có thể giúp các bạn hiểu hơn về tình trạng của mình và có cơ hội được hòa nhập hơn. Tuy nhiên, điều này có thể khiến các bạn nữ cảm thấy bị 'mách lẻo' hoặc không sẵn lòng thay đổi thói quen giao tiếp."
49,Phân biệt đối xử,Lớp trưởng: Năng lực hay giới tính?,"Lớp 10A đang tiến hành bầu lớp trưởng. Linh, một nữ sinh học giỏi, năng nổ và có khả năng lãnh đạo tốt, được nhiều bạn trong lớp ủng hộ. Tuy nhiên, cô giáo chủ nhiệm và một số bạn nam lại ngụ ý rằng 'lớp trưởng nên là con trai cho mạnh mẽ, dễ quản lý các bạn nam hơn' và đề xuất Hùng, một nam sinh dù có trách nhiệm nhưng năng lực lãnh đạo chưa bằng Linh.","Linh đang phải đối mặt với sự phân biệt đối xử về giới tính trong việc bầu chọn lãnh đạo lớp, xung đột giữa năng lực thực sự và định kiến giới truyền thống về vai trò của nam giới.","Quan niệm 'trọng nam khinh nữ' vẫn tồn tại trong tư duy về vai trò lãnh đạo, đặc biệt là quan điểm 'đàn ông mạnh mẽ hơn' trong môi trường tập thể ở Việt Nam.",batch_05,"A. Linh rút lui khỏi cuộc bầu cử, để Hùng trở thành lớp trưởng: Linh sẽ tránh được xung đột với cô giáo và các bạn có định kiến. Tuy nhiên, năng lực của Linh không được công nhận, và lớp có thể mất đi một người lãnh đạo tài năng, ảnh hưởng đến hiệu quả hoạt động chung của lớp.","B. Linh kiên quyết tham gia bầu cử, đồng thời tự tin thể hiện năng lực và khả năng lãnh đạo của mình: Linh có cơ hội chứng minh giá trị bản thân, phá vỡ định kiến. Tuy nhiên, Linh có thể đối mặt với sự phản đối công khai hoặc ngầm từ một số giáo viên và bạn bè, và việc này có thể gây áp lực không nhỏ lên cô."
50,Phân biệt đối xử,Đánh giá thấp từ lòng tốt,"H'Nhi là một học sinh người Ê-đê, gia đình em thuộc diện khó khăn, em thường xuyên phải nghỉ học để phụ giúp công việc nương rẫy. Thầy giáo chủ nhiệm rất thương H'Nhi và biết em rất cố gắng. Tuy nhiên, thầy hay nói với các bạn khác trong lớp rằng 'H'Nhi thì chỉ cần cố gắng thi đậu cấp 3 là tốt lắm rồi, đừng áp lực quá', ngụ ý không kỳ vọng cao vào khả năng học lên đại học của em, khiến H'Nhi cảm thấy bị đánh giá thấp.","H'Nhi đang phải đối mặt với sự phân biệt đối xử vô thức từ thầy giáo, khi lòng trắc ẩn của thầy vô tình dẫn đến việc hạ thấp tiềm năng của học sinh dựa trên hoàn cảnh gia đình và xuất thân dân tộc thiểu số.","Định kiến về khả năng học tập của học sinh vùng khó khăn, dân tộc thiểu số; sự 'thương hại' có thể trở thành rào cản vô hình trong việc phát triển toàn diện của các em.",batch_05,"A. H'Nhi chấp nhận lời thầy, chỉ đặt mục tiêu khiêm tốn là tốt nghiệp cấp 3: H'Nhi sẽ tránh được áp lực học tập và không phải thất vọng nếu kết quả không như ý. Tuy nhiên, điều này có thể khiến H'Nhi tự giới hạn bản thân, không dám mơ ước lớn hơn và bỏ lỡ cơ hội phát triển tiềm năng thực sự của mình.","B. H'Nhi cố gắng học tập thật tốt, đồng thời tìm cách trò chuyện riêng với thầy để bày tỏ mong muốn và khả năng của mình: H'Nhi có cơ hội chứng minh năng lực và thay đổi cách nhìn nhận của thầy. Tuy nhiên, điều này đòi hỏi H'Nhi phải rất kiên trì và mạnh mẽ, và có thể sẽ phải đối mặt với những khó khăn lớn hơn để đạt được mục tiêu."
41,Phân biệt đối xử,Ước mơ thiết kế và định kiến nam giới,"An, một học sinh nam lớp 12 tại trường THPT Phan Bội Châu, có niềm đam mê sâu sắc với thời trang và mơ ước trở thành nhà thiết kế. Cậu đã tự học cắt may và phác thảo rất nhiều mẫu thiết kế đẹp. Tuy nhiên, bố mẹ An, cùng nhiều thầy cô và bạn bè, luôn khuyên cậu nên chọn ngành kỹ thuật hoặc kinh tế vì 'con trai phải làm việc lớn, ổn định'.","An đứng giữa lựa chọn theo đuổi đam mê cá nhân và đối mặt với định kiến xã hội, hay nghe theo kỳ vọng gia đình và xã hội để có một tương lai 'ổn định' hơn.","Quan niệm 'trọng nam khinh nữ' và kỳ vọng 'con trai phải làm việc lớn, gánh vác gia đình' là áp lực lớn đối với các bạn nam khi chọn ngành nghề tại Việt Nam.",batch_05,"A: An quyết tâm nộp hồ sơ vào trường đại học thiết kế thời trang, dành thời gian luyện thi và bỏ ngoài tai những lời khuyên can. Hệ quả là An có thể thực hiện ước mơ, nhưng có nguy cơ làm phật lòng bố mẹ, gây ra mâu thuẫn gia đình và đối mặt với áp lực tài chính nếu không thành công.","B: An từ bỏ ước mơ thiết kế, đăng ký vào một ngành học 'ổn định' theo định hướng của gia đình. Hệ quả là An sẽ có được sự ủng hộ từ gia đình và một tương lai nghề nghiệp an toàn hơn, nhưng có thể phải sống với sự hối tiếc và mất đi động lực trong học tập."
51,Công nghệ & mạng xã hội,TikTok giờ học: Thể diện và kỷ luật,"Trong giờ học Lịch sử của thầy Minh, Thảo, một học sinh lớp 10, liên tục lén lút dùng điện thoại xem và lướt TikTok dưới gầm bàn. Thầy Minh, người vốn rất nghiêm khắc và đề cao sự tập trung trong giờ học, đã nhiều lần nhắc nhở về việc sử dụng điện thoại nhưng Thảo vẫn tiếp tục.","Mâu thuẫn giữa quyền riêng tư cá nhân/nhu cầu giải trí của học sinh với trách nhiệm học tập và sự tôn trọng kỷ luật, thể diện của giáo viên.","Yếu tố văn hóa Việt Nam thể hiện qua sự tôn trọng thứ bậc thầy trò, thể diện của giáo viên trong mắt học sinh và phụ huynh, cùng với áp lực về kỷ luật trong môi trường học đường.",batch_06,"A. Thầy Minh công khai tịch thu điện thoại của Thảo ngay trước lớp và gọi phụ huynh, khiến Thảo xấu hổ nhưng gửi đi thông điệp mạnh mẽ về kỷ luật. Tuy nhiên, điều này có thể gây tổn thương tâm lý cho Thảo và làm giảm sự tin tưởng giữa thầy và trò.","B. Thầy Minh đợi đến cuối giờ hoặc gặp riêng Thảo để nhắc nhở và phân tích tác hại, đồng thời tìm hiểu nguyên nhân Thảo lén lút dùng điện thoại. Cách này giữ thể diện cho Thảo nhưng có thể khiến những học sinh khác cho rằng thầy không đủ nghiêm khắc."
52,Công nghệ & mạng xã hội,Nghiện game: Học tập và kết nối ảo,"Nam, học sinh lớp 9 trường THCS Nguyễn Du, ngày càng sa đà vào game online, thức khuya chơi đến 2-3 giờ sáng cùng bạn bè. Điểm số các môn của Nam sụt giảm đáng kể, thường xuyên ngủ gật trong lớp. Mẹ Nam, một phụ huynh truyền thống, rất lo lắng nhưng lại không hiểu biết nhiều về game, chỉ biết cấm đoán mà không có cách nào hiệu quả.","Xung đột giữa nhu cầu kết nối xã hội/giải trí của Nam với trách nhiệm học tập và sự lo lắng của phụ huynh, cùng với khoảng cách thế hệ trong hiểu biết công nghệ.","Yếu tố văn hóa Việt Nam thể hiện qua áp lực thành tích học tập, sự kỳ vọng của phụ huynh vào con cái, và khoảng cách thế hệ về hiểu biết công nghệ giữa cha mẹ và 'Gen Z'.",batch_06,"A. Mẹ Nam tịch thu điện thoại, cắt mạng internet tại nhà và thuê gia sư kèm Nam học, giúp em tập trung hơn vào học tập. Tuy nhiên, điều này có thể khiến Nam cảm thấy bị cô lập, thiếu kết nối với bạn bè và dẫn đến phản kháng ngầm.","B. Mẹ Nam tìm hiểu về game mà Nam chơi, thử chơi cùng hoặc thảo luận với Nam để hiểu rõ hơn về thế giới của con, đồng thời đặt ra giới hạn sử dụng game có thỏa thuận. Cách này có thể cải thiện mối quan hệ nhưng không chắc chắn Nam sẽ thay đổi hành vi ngay lập tức."
53,Công nghệ & mạng xã hội,AI và tư duy: Trí tuệ hay sao chép?,"An, học sinh lớp 11 trường chuyên Lê Quý Đôn, được giao bài luận Văn quan trọng. Để tiết kiệm thời gian và đảm bảo điểm cao, An đã sử dụng ChatGPT để viết phần lớn bài luận, chỉ chỉnh sửa một chút. Bài của An được cô giáo khen ngợi và đạt điểm xuất sắc, trong khi nhiều bạn khác dù tự viết nhưng điểm không bằng.","Mâu thuẫn giữa sự tiện lợi và hiệu quả tức thì của công nghệ AI với tính trung thực học thuật, sự phát triển tư duy phản biện và năng lực sáng tạo cá nhân của học sinh.","Yếu tố văn hóa Việt Nam thể hiện qua trọng thành tích học tập, đặc biệt trong môi trường trường chuyên, và sự coi trọng điểm số hơn quá trình rèn luyện tư duy.",batch_06,"A. An tiếp tục sử dụng AI cho các bài tập khác để duy trì thành tích tốt và tiết kiệm thời gian, giúp em có thời gian cho các hoạt động ngoại khóa. Tuy nhiên, điều này có thể làm suy giảm khả năng tư duy độc lập và giải quyết vấn đề của An về lâu dài.","B. An tự nhận thức được việc lạm dụng AI và quyết định chỉ sử dụng nó như một công cụ hỗ trợ tham khảo, dành thời gian suy nghĩ và viết bài bằng chính tư duy của mình, dù có thể điểm số ban đầu không cao bằng. Điều này có thể giúp An phát triển năng lực nhưng lại tốn nhiều thời gian và công sức hơn."
54,Công nghệ & mạng xã hội,Rò rỉ dữ liệu: Quyền riêng tư và niềm tin,"Trường THPT Hoàng Diệu xảy ra sự cố rò rỉ dữ liệu học sinh, bao gồm tên, ngày sinh, địa chỉ, số điện thoại và kết quả học tập của hàng trăm em, trong đó có Bình lớp 12A. Thông tin này đã bị chia sẻ trên một số nhóm cộng đồng và gây ra lo lắng lớn cho phụ huynh và học sinh về quyền riêng tư và nguy cơ bị lạm dụng thông tin.","Xung đột giữa quyền riêng tư cá nhân của học sinh và phụ huynh với trách nhiệm bảo mật thông tin của nhà trường, cùng với sự cân bằng giữa việc minh bạch và bảo vệ danh tiếng của tổ chức.","Yếu tố văn hóa Việt Nam thể hiện qua sự tin tưởng vào tổ chức giáo dục công lập và nỗi lo về danh dự, uy tín cá nhân khi thông tin riêng tư bị tiết lộ.",batch_06,"A. Nhà trường công khai xin lỗi, thông báo rõ ràng về sự cố, các biện pháp khắc phục và tăng cường bảo mật dữ liệu trong tương lai, giúp trấn an phụ huynh và học sinh. Tuy nhiên, điều này có thể ảnh hưởng tiêu cực đến uy tín của trường trong ngắn hạn.","B. Nhà trường cố gắng xử lý nội bộ, hạn chế công bố rộng rãi để tránh làm hoang mang dư luận và bảo vệ hình ảnh của trường, đồng thời xử lý các trường hợp bị ảnh hưởng nếu có yêu cầu. Cách này có thể giữ được thể diện nhưng lại gây ra sự thiếu minh bạch và làm mất niềm tin của cộng đồng về lâu dài."
55,Công nghệ & mạng xã hội,Giáo viên theo dõi mạng xã hội học sinh,"Cô Lan là giáo viên chủ nhiệm lớp 8C tại một trường nông thôn, luôn quan tâm sát sao đến học sinh. Cô vô tình thấy ảnh Hoa, học sinh giỏi của lớp, đăng trên Facebook cá nhân về một buổi tiệc sinh nhật vào tối hôm trước, trong khi hôm đó Hoa đã xin phép nghỉ học vì lý do 'đau bụng cấp tính'.","Mâu thuẫn giữa trách nhiệm quan tâm, quản lý học sinh của giáo viên với quyền riêng tư cá nhân của học sinh trên mạng xã hội, và ranh giới đạo đức về sự tin tưởng.","Yếu tố văn hóa Việt Nam thể hiện qua mối quan hệ thứ bậc thầy trò, vai trò của giáo viên chủ nhiệm như 'người mẹ thứ hai' và áp lực duy trì hình ảnh tốt của học sinh.",batch_06,"A. Cô Lan đối chất trực tiếp với Hoa về bức ảnh, yêu cầu Hoa giải thích về việc nói dối. Điều này có thể khiến Hoa cảm thấy bị xâm phạm quyền riêng tư và mất niềm tin vào cô giáo, nhưng cũng có thể giúp Hoa nhận ra sai lầm của mình.","B. Cô Lan không đề cập đến bức ảnh nhưng tìm cách khéo léo trò chuyện với Hoa về tầm quan trọng của sự trung thực và trách nhiệm trong học tập, đồng thời theo dõi thái độ và sự chuyên cần của Hoa. Cách này giữ được mối quan hệ nhưng có thể không giải quyết triệt để được vấn đề nói dối."
57,Công nghệ & mạng xã hội,Áp lực nổi tiếng ảo: Học tập hay xu hướng?,"Linh, học sinh lớp 7, thấy nhiều bạn bè cùng lớp quay video TikTok và đăng lên mạng xã hội để 'bắt trend' và nhận được nhiều lượt thích, bình luận. Linh cũng muốn tham gia để hòa nhập với bạn bè và cảm thấy được công nhận, nhưng mẹ Linh lại muốn con tập trung hoàn toàn vào việc học để đạt thành tích tốt, không muốn con 'phân tâm' vào những thứ 'vô bổ' trên mạng xã hội.",Mâu thuẫn giữa nhu cầu được công nhận và hòa nhập xã hội của học sinh với áp lực thành tích học tập từ gia đình và mong muốn tập trung vào giáo dục truyền thống.,"Yếu tố văn hóa Việt Nam thể hiện qua áp lực đồng trang lứa trong môi trường học đường, sự kỳ vọng cao của phụ huynh vào thành tích học tập và xu hướng tìm kiếm sự công nhận ảo của Gen Z.",batch_06,"A. Linh lén lút quay và đăng TikTok khi mẹ không có nhà, chấp nhận rủi ro bị mẹ phát hiện và bị phạt. Điều này giúp Linh được thỏa mãn nhu cầu xã hội nhưng có thể làm suy giảm lòng tin giữa mẹ và con.","B. Linh cố gắng giải thích cho mẹ về lý do muốn tham gia TikTok (chẳng hạn như để kết nối với bạn bè, phát triển kỹ năng sáng tạo) và đề xuất một lịch trình cụ thể để cân bằng giữa học tập và giải trí. Cách này có thể mở ra đối thoại nhưng không đảm bảo mẹ Linh sẽ đồng ý."
58,Công nghệ & mạng xã hội,Phân hóa số: Học online và định kiến,"Huy, học sinh lớp 6 ở một vùng nông thôn, đang gặp khó khăn trong việc học online vì gia đình không có máy tính riêng. Ông bà Huy, những người lớn tuổi và ít tiếp xúc với công nghệ, cho rằng 'điện thoại là đủ rồi' và 'máy tính chỉ để chơi game', nên kiên quyết không đồng ý mua máy tính, dù bố mẹ Huy làm việc xa nhà có gửi tiền về.","Mâu thuẫn giữa nhu cầu thiết yếu về công nghệ cho việc học của Huy với sự thiếu hiểu biết và định kiến của người lớn tuổi trong gia đình, gây ra sự phân hóa kỹ thuật số ngay trong gia đình.","Yếu tố văn hóa Việt Nam thể hiện qua khoảng cách thế hệ trong hiểu biết công nghệ, sự tôn trọng và vâng lời người lớn tuổi, cùng với sự phân hóa kỹ thuật số giữa các gia đình.",batch_06,"A. Huy chấp nhận việc học bằng điện thoại dù gặp nhiều bất tiện và hiệu quả không cao, để tránh làm ông bà buồn lòng. Điều này giữ được hòa khí gia đình nhưng ảnh hưởng đến chất lượng học tập của Huy.","B. Huy nhờ cô giáo chủ nhiệm hoặc một người thân có uy tín giải thích cho ông bà về tầm quan trọng của máy tính trong học tập online hiện nay, giúp ông bà hiểu rõ hơn và thay đổi suy nghĩ. Cách này có thể giải quyết được vấn đề nhưng lại có thể khiến ông bà cảm thấy bị 'mất mặt' hoặc khó chịu vì bị người ngoài can thiệp."
60,Công nghệ & mạng xã hội,AI trong bài nhóm: Công bằng hay 'ăn sẵn'?,"Trong một dự án nhóm về Biến đổi khí hậu của môn Địa lý lớp 10, Quân đã sử dụng AI (ChatGPT) để viết phần lớn nội dung báo cáo và thuyết trình, khiến bài làm rất trôi chảy và chuyên nghiệp. Kết quả là nhóm Quân đạt điểm cao nhất lớp. Tuy nhiên, Khoa, một thành viên khác trong nhóm đã dành nhiều thời gian nghiên cứu và đóng góp ý tưởng, cảm thấy không công bằng vì công sức của mình bị lu mờ và Quân đã không thực sự tư duy.","Mâu thuẫn giữa sự tiện lợi và hiệu quả cao của AI trong việc hoàn thành nhiệm vụ với tính công bằng, đạo đức học thuật và tinh thần làm việc nhóm.","Yếu tố văn hóa Việt Nam thể hiện qua sự đề cao tinh thần làm việc nhóm và sự trung thực trong học tập, cùng với trọng thành tích và điểm số.",batch_06,"A. Khoa tố cáo Quân với giáo viên về việc sử dụng AI, yêu cầu đánh giá lại công bằng cho nhóm. Điều này có thể giúp làm rõ vấn đề đạo đức học thuật nhưng có thể gây rạn nứt mối quan hệ bạn bè và ảnh hưởng đến điểm số chung của cả nhóm.","B. Khoa chấp nhận kết quả, nhưng từ chối làm việc nhóm với Quân trong các dự án sau và chủ động thảo luận với các bạn khác về tầm quan trọng của sự trung thực khi dùng AI. Điều này giữ được hòa khí tạm thời nhưng không giải quyết được vấn đề sử dụng AI không công bằng trong học tập."
